timestamp,day,hour,department,district,full_address,A,district_code,B,address,cornerAddress,vehiculeType1,responsability,C,D,E,F,status,G,H,I,J,K,L,M,N,O,P,Q,address,latitude,longitude,season
11/09/2013 12:35,11/09/2013,12:35,75,101,"1, PLACE DU CARROUSEL",,,,"1, PLACE DU CARROUSEL, 75001 Paris",,Bicy,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"1, PLACE DU CARROUSEL, 75001 Paris",48.8602768,2.3331928,summer
18/12/2012 16:39,18/12/2012,16:39,75,101,"0, QUAI DES TUILERIES",,,,"0, QUAI DES TUILERIES, 75001 Paris",,Scoo50-125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"0, QUAI DES TUILERIES, 75001 Paris",48.8629793,2.3237414,autumn
15/12/2012 20:29,15/12/2012,20:29,75,101,QUAI DES TUILERIES,,,,"QUAI DES TUILERIES, 75001 Paris",,Scoo50-125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513,autumn
13/12/2013 18:10,13/12/2013,18:10,75,101,QUAI DES TUILERIES,,,,"QUAI DES TUILERIES, 75001 Paris",,Moto>125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513,autumn
23/12/2013 11:50,23/12/2013,11:50,75,101,QUAI DES TUILERIES,,,,"QUAI DES TUILERIES, 75001 Paris",,Scoo50-125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513,winter
09/09/2012 03:15,09/09/2012,03:15,75,101,"1, SOUTERRAIN TUILERIES",,,,"1, SOUTERRAIN TUILERIES, 75001 Paris",,VL,RESPONSIBLE,Scoo<=50,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"1, SOUTERRAIN TUILERIES, 75001 Paris",48.8640493,2.3310526,summer
01/09/2012 23:40,01/09/2012,23:40,75,101,QUAI DES TUILERIES,,,,"QUAI DES TUILERIES, 75001 Paris",,Moto>125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,Pass,BL,RESPONSIBLE,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513,summer
05/11/2012 09:15,05/11/2012,09:15,75,101,QUAI DES TUILERIES,,,,"QUAI DES TUILERIES, 75001 Paris",,Scoo50-125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"QUAI DES TUILERIES, 75001 Paris",48.8609519,2.3300513,autumn
20/12/2013 15:50,20/12/2013,15:50,75,101,"3, RUE DES PYRAMIDES",,,,"3, RUE DES PYRAMIDES, 75001 Paris",,VL,RESPONSIBLE,Bicy,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"3, RUE DES PYRAMIDES, 75001 Paris",48.8643253,2.3323549,autumn
15/03/2012 13:00,15/03/2012,13:00,75,101,"350, RUE SAINT HONORE",,,,"350, RUE SAINT HONORE, 75001 Paris",,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"350, RUE SAINT HONORE, 75001 Paris",48.86634,2.3296381,winter
23/03/2013 15:20,23/03/2013,15:20,75,101,"350, RUE SAINT HONORE",,,,"350, RUE SAINT HONORE, 75001 Paris",,VL,RESPONSIBLE,Moto>125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,Pass,BL,VICTIM,,,,"350, RUE SAINT HONORE, 75001 Paris",48.86634,2.3296381,spring
06/12/2013 16:00,06/12/2013,16:00,75,101,BOULEVARD DU PALAIS,,,,"BOULEVARD DU PALAIS, 75001 Paris",,Scoo<=50,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"BOULEVARD DU PALAIS, 75001 Paris",48.8552927,2.3458801,autumn
20/07/2012 15:05,20/07/2012,15:05,75,101,PONT AU CHANGE,,,,"PONT AU CHANGE, 75001 Paris",,VL,RESPONSIBLE,Bicy,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"PONT AU CHANGE, 75001 Paris",48.8565479,2.346666,summer
04/02/2012 16:20,04/02/2012,16:20,75,102,"18, RUE DAUNOU",,1_75102_5006,,"18, RUE DAUNOU, 75002 Paris",RUE DE LA PAIX,Bicy,RESPONSIBLE,VL,VICTIM,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"18, RUE DAUNOU, 75002 Paris",48.8700067,2.3310513,winter
03/06/2012 19:30,03/06/2012,19:30,75,102,"3, PLACE DE L OPERA",,1_75102_5066,,"3, PLACE DE L OPERA, 75002 Paris",RUE DE LA PAIX,VL,RESPONSIBLE,Scoo>125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"3, PLACE DE L OPERA, 75002 Paris",48.8701564,2.3327207,spring
25/01/2013 21:30,25/01/2013,21:30,75,102,PLACE DE L OPERA,,1_75102_5093,,"PLACE DE L OPERA, 75002 Paris",AVENUE DE L OPERA,Bicy,RESPONSIBLE,VL,VICTIM,VL,VICTIM,Cond,Indem,VICTIM,Cond,BH,RESPONSIBLE,Cond,Indem,VICTIM,,,,"PLACE DE L OPERA, 75002 Paris",48.8702732,2.3326326,winter
14/07/2013 03:15,14/07/2013,03:15,75,102,"42, AVENUE DE L OPERA",,1_75102_5093,,"42, AVENUE DE L OPERA, 75002 Paris",PLACE DE L OPERA,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,BL,VICTIM,Cond,Indem,RESPONSIBLE,Pass,BL,VICTIM,,,,"42, AVENUE DE L OPERA, 75002 Paris",48.8698657,2.3326639,summer
07/02/2012 07:45,07/02/2012,07:45,75,102,", PLACE DE L OPERA",,1_75102_5106,,", PLACE DE L OPERA, 75002 Paris",BOULEVARD DES CAPUCINES,VU,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,", PLACE DE L OPERA, 75002 Paris",48.8702732,2.3326326,winter
22/11/2012 08:00,22/11/2012,08:00,75,102,"59, RUE DE RICHELIEU",,1_75102_5577,,"59, RUE DE RICHELIEU, 75002 Paris",RUE DES PETITS CHAMPS,Scoo<=50,RESPONSIBLE,Bus,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"59, RUE DE RICHELIEU, 75002 Paris",48.8669756,2.3372009,autumn
29/10/2012 12:25,29/10/2012,12:25,75,102,"69, RUE DE RICHELIEU",,1_75102_5634,,"69, RUE DE RICHELIEU, 75002 Paris",RUE RAMEAU,VU,RESPONSIBLE,Moto50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"69, RUE DE RICHELIEU, 75002 Paris",48.86760599999999,2.3375705,autumn
27/05/2012 20:05,27/05/2012,20:05,75,102,"11, BOULEVARD DES ITALIE",,1_75102_5672,,"11, BOULEVARD DES ITALIE, 75002 Paris",RUE FAVART,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Pass,BL,VICTIM,Cond,BL,VICTIM,,,,"11, BOULEVARD DES ITALIE, 75002 Paris",48.8714058,2.3379807,spring
08/08/2013 09:30,08/08/2013,09:30,75,102,"75, RUE DE RICHELIEU",,1_75102_5705,,"75, RUE DE RICHELIEU, 75002 Paris",RUE SAINT AUGUSTIN,VL,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"75, RUE DE RICHELIEU, 75002 Paris",48.8687614,2.3382252,summer
01/11/2013 20:35,01/11/2013,20:35,75,102,"134, RUE REAUMUR",,1_75102_6075,,"134, RUE REAUMUR, 75002 Paris",RUE NOTRE DAME DES VICTOIRES,VL,RESPONSIBLE,,,,,Pi̩to,BL,RESPONSIBLE,Cond,Indem,RESPONSIBLE,,,,,,,"134, RUE REAUMUR, 75002 Paris",48.8686802,2.3423181,autumn
04/01/2013 09:40,04/01/2013,09:40,75,102,"01, PLACE DE LA BOURSE",,1_75102_6116,,"01, PLACE DE LA BOURSE, 75002 Paris",RUE NOTRE DAME DES VICTOIRES,Scoo50-125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"01, PLACE DE LA BOURSE, 75002 Paris",48.8685418,2.3418711,winter
18/09/2013 19:50,18/09/2013,19:50,75,102,"160, RUE MONTMARTRE",,1_75102_6170,,"160, RUE MONTMARTRE, 75002 Paris",RUE SAINT MARC,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,Indem,VICTIM,Pass,BL,VICTIM,,,,"160, RUE MONTMARTRE, 75002 Paris",48.8701483,2.3427302,summer
29/08/2013 18:10,29/08/2013,18:10,75,102,BOULEVARD POISSONNIERE,,1_75102_6219,,"BOULEVARD POISSONNIERE, 75002 Paris",RUE MONTMARTRE,Bicy,RESPONSIBLE,,,,,Pi̩to,BL,RESPONSIBLE,,,,,,,,,,"BOULEVARD POISSONNIERE, 75002 Paris",48.871047,2.3457037,summer
18/12/2012 14:50,18/12/2012,14:50,75,102,"127, RUE MONTMARTRE",,1_75102_6224,,"127, RUE MONTMARTRE, 75002 Paris",RUE DU CROISSANT,VU,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"127, RUE MONTMARTRE, 75002 Paris",48.8692098,2.3429461,autumn
10/11/2012 07:50,10/11/2012,07:50,75,102,"37, RUE DU LOUVRE",,1_75102_6302,,"37, RUE DU LOUVRE, 75002 Paris",RUE DU MAIL,Bicy,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"37, RUE DU LOUVRE, 75002 Paris",48.86697849999999,2.3435864,autumn
12/05/2012 17:45,12/05/2012,17:45,75,102,"36, RUE ETIENNE MARCEL",,1_75102_6450,,"36, RUE ETIENNE MARCEL, 75002 Paris",RUE MONTMARTRE,VL,RESPONSIBLE,,,,,Pi̩to,BL,RESPONSIBLE,Cond,Indem,RESPONSIBLE,,,,,,,"36, RUE ETIENNE MARCEL, 75002 Paris",48.8651286,2.3446337,spring
30/08/2013 01:22,30/08/2013,01:22,75,102,RUE ETIENNE MARCEL,,1_75102_6784,,"RUE ETIENNE MARCEL, 75002 Paris",RUE FRANCAISE,Bicy,RESPONSIBLE,Cyclo,RUN AWAY,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"RUE ETIENNE MARCEL, 75002 Paris",48.8647395,2.345399,summer
07/01/2013 18:10,07/01/2013,18:10,75,102,"31, BOULEVARD DE BONNE N",,1_75102_6908,,"31, BOULEVARD DE BONNE N, 75002 Paris",RUE DE LA VILLE NEUVE,Scoo50-125,RESPONSIBLE,Cyclo,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"31, BOULEVARD DE BONNE N, 75002 Paris",48.8702857,2.3488591,winter
15/03/2012 12:10,15/03/2012,12:10,75,102,"73, RUE REAUMUR",,1_75102_6981,,"73, RUE REAUMUR, 75002 Paris",RUE DUSSOUBS,VL,RESPONSIBLE,Scoo<=50,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"73, RUE REAUMUR, 75002 Paris",48.86664409999999,2.3494494,winter
28/02/2012 11:10,28/02/2012,11:10,75,102,"44, RUE DUSSOUBS",,1_75102_7048,,"44, RUE DUSSOUBS, 75002 Paris",RUE DU CAIRE,VU,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"44, RUE DUSSOUBS, 75002 Paris",48.867362,2.3497657,winter
26/06/2012 14:20,26/06/2012,14:20,75,102,"29, RUE DE TURBIGO",,1_75102_7168,,"29, RUE DE TURBIGO, 75002 Paris",RUE DE PALESTRO,Scoo50-125,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,"29, RUE DE TURBIGO, 75002 Paris",48.86441259999999,2.3507601,summer
28/02/2012 06:25,28/02/2012,06:25,75,104,"11, BOULEVARD HENRI IV",,1_75104_8328,,"11, BOULEVARD HENRI IV, 75004 Paris",PLACE DU PERE TEILHARD DE CHARDIN,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,BH,VICTIM,,,,,,,"11, BOULEVARD HENRI IV, 75004 Paris",48.85145139999999,2.3627091,winter
04/03/2012 21:35,04/03/2012,21:35,75,104,"85, RUE SAINT ANTOINE",,1_75104_8334,,"85, RUE SAINT ANTOINE, 75004 Paris",RUE DE TURENNE,Bicy,RESPONSIBLE,Bus,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"85, RUE SAINT ANTOINE, 75004 Paris",48.8544817,2.3626874,winter
01/10/2013 17:35,01/10/2013,17:35,75,104,"39, RUE SAINT ANTOINE",,1_75104_8520,,"39, RUE SAINT ANTOINE, 75004 Paris",RUE DE BIRAGUE,Scoo<=50,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"39, RUE SAINT ANTOINE, 75004 Paris",48.8537638,2.3648558,autumn
29/04/2013 15:16,29/04/2013,15:16,75,104,"34, BOULEVARD HENRI IV",,1_75104_8580,,"34, BOULEVARD HENRI IV, 75004 Paris",RUE DE LA CERISAIE,Scoo50-125,RESPONSIBLE,Moto>125,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"34, BOULEVARD HENRI IV, 75004 Paris",48.8517967,2.3656181,spring
27/04/2012 09:30,27/04/2012,09:30,75,104,"28, RUE SAINT ANTOINE",,1_75104_8581,,"28, RUE SAINT ANTOINE, 75004 Paris",IMPASSE GUEMENEE,VL,RESPONSIBLE,Bicy,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"28, RUE SAINT ANTOINE, 75004 Paris",48.8538895,2.3655748,spring
07/10/2012 09:10,07/10/2012,09:10,75,104,"12, RUE SAINT ANTOINE",,1_75104_8641,,"12, RUE SAINT ANTOINE, 75004 Paris",RUE CASTEX,Cyclo,RESPONSIBLE,VL,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"12, RUE SAINT ANTOINE, 75004 Paris",48.85351,2.3665261,autumn
09/06/2012 18:50,09/06/2012,18:50,75,104,"41, BOULEVARD HENRI IV",,1_75104_8657,,"41, BOULEVARD HENRI IV, 75004 Paris",RUE DE LESDIGUIERES,Moto>125,RESPONSIBLE,Bicy,VICTIM,,,Cond,Indem,VICTIM,Cond,BL,RESPONSIBLE,,,,,,,"41, BOULEVARD HENRI IV, 75004 Paris",48.85268910000001,2.3665843,spring
26/06/2013 23:10,26/06/2013,23:10,75,104,"42, BOULEVARD HENRI IV",,1_75104_8657,,"42, BOULEVARD HENRI IV, 75004 Paris",RUE DE LESDIGUIERES,Scoo50-125,VICTIM,VL,RUN AWAY,,,Pass,BL,VICTIM,Cond,BL,VICTIM,,,,,,,"42, BOULEVARD HENRI IV, 75004 Paris",48.8523132,2.3670053,summer
16/07/2013 13:20,16/07/2013,13:20,75,104,"16, RUE CHANOINESSE",,,,"16, RUE CHANOINESSE, 75004 Paris",,Scoo<=50,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"16, RUE CHANOINESSE, 75004 Paris",48.8539265,2.3510551,summer
01/11/2013 17:30,01/11/2013,17:30,75,104,"29 BIS, RUE DES FRANCS B",,,,"29 BIS, RUE DES FRANCS B, 75004 Paris",,VU,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,"29 BIS, RUE DES FRANCS B, 75004 Paris",48.857206,2.3612523,autumn
09/12/2013 20:42,09/12/2013,20:42,75,104,"44, RUE DE RIVOLI",,,,"44, RUE DE RIVOLI, 75004 Paris",,Scoo>125,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"44, RUE DE RIVOLI, 75004 Paris",48.8567371,2.3552514,autumn
04/11/2013 16:15,04/11/2013,16:15,75,104,"40, RUE DE RIVOLI",,,,"40, RUE DE RIVOLI, 75004 Paris",,VL,RESPONSIBLE,Moto>125,VICTIM,VL,VICTIM,Cond,BL,VICTIM,Cond,Indem,RESPONSIBLE,Cond,Indem,VICTIM,,,,"40, RUE DE RIVOLI, 75004 Paris",48.8565453,2.3561633,autumn
11/09/2013 18:50,11/09/2013,18:50,75,104,"8, RUE DE RIVOLI",,,,"8, RUE DE RIVOLI, 75004 Paris",,Scoo<=50,RESPONSIBLE,Scoo<=50,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"8, RUE DE RIVOLI, 75004 Paris",48.8554343,2.3607246,summer
23/06/2012 18:10,23/06/2012,18:10,75,104,"26, BOULEVARD DE SEBASTO",,,,"26, BOULEVARD DE SEBASTO, 75004 Paris",,Bicy,VICTIM,Scoo<=50,RUN AWAY,,,Cond,BL,VICTIM,,,,,,,,,,"26, BOULEVARD DE SEBASTO, 75004 Paris",48.8607792,2.3498405,summer
13/02/2013 10:15,13/02/2013,10:15,75,104,"33, RUE DE RIVOLI",,,,"33, RUE DE RIVOLI, 75004 Paris",,Scoo>125,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"33, RUE DE RIVOLI, 75004 Paris",48.8576428,2.3506018,winter
18/06/2012 16:10,18/06/2012,16:10,75,104,"37, RUE DE RIVOLI",,,,"37, RUE DE RIVOLI, 75004 Paris",,Bus,RESPONSIBLE,Bicy,VICTIM,,,Cond,BL,VICTIM,,,,,,,,,,"37, RUE DE RIVOLI, 75004 Paris",48.8577351,2.349933,spring
21/02/2012 22:05,21/02/2012,22:05,75,104,"/, VOIE GEORGES POMPIDOU",,,,"/, VOIE GEORGES POMPIDOU, 75004 Paris",,VL,RESPONSIBLE,Moto50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BH,VICTIM,,,,,,,"/, VOIE GEORGES POMPIDOU, 75004 Paris",48.8528034,2.352662,winter
25/05/2012 00:20,25/05/2012,00:20,75,104,"7, BOULEVARD BOURDON",,,,"7, BOULEVARD BOURDON, 75004 Paris",,Bicy,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"7, BOULEVARD BOURDON, 75004 Paris",48.84828419999999,2.3657251,spring
10/06/2013 19:00,10/06/2013,19:00,75,104,"23, BOULEVARD BEAUMARCHA",,,,"23, BOULEVARD BEAUMARCHA, 75004 Paris",,VL,RESPONSIBLE,VL,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,Pass,BL,VICTIM,,,,"23, BOULEVARD BEAUMARCHA, 75004 Paris",48.855341,2.3683753,spring
26/05/2012 18:30,26/05/2012,18:30,75,104,"18, RUE SAINT ANTOINE",,,,"18, RUE SAINT ANTOINE, 75004 Paris",,VL,RESPONSIBLE,,,,,Cond,Indem,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"18, RUE SAINT ANTOINE, 75004 Paris",48.8537871,2.3663451,spring
06/05/2013 22:40,06/05/2013,22:40,75,104,"21, RUE DES TOURNELLES",,,,"21, RUE DES TOURNELLES, 75004 Paris",,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,Indem,VICTIM,Pass,BL,VICTIM,,,,"21, RUE DES TOURNELLES, 75004 Paris",48.8551231,2.3667669,spring
21/09/2013 14:23,21/09/2013,14:23,75,104,"2, RUE DES TOURNELLES",,,,"2, RUE DES TOURNELLES, 75004 Paris",,Scoo<=50,RESPONSIBLE,VL,VICTIM,,,Cond,BL,RESPONSIBLE,Cond,Indem,VICTIM,,,,,,,"2, RUE DES TOURNELLES, 75004 Paris",48.8537018,2.3674141,summer
13/02/2013 15:50,13/02/2013,15:50,75,105,"133, BOULEVARD SAINT MIC",,1_75105_5623,,"133, BOULEVARD SAINT MIC, 75005 Paris",RUE DU VAL DE GRACE,Bicy,RESPONSIBLE,,,,,Pi̩to,BL,RESPONSIBLE,Cond,Indem,RESPONSIBLE,,,,,,,"133, BOULEVARD SAINT MIC, 75005 Paris",48.8420351,2.338283,winter
04/07/2012 04:15,04/07/2012,04:15,75,105,"63, BOULEVARD SAINT MICH",,1_75105_5946,,"63, BOULEVARD SAINT MICH, 75005 Paris",RUE SOUFFLOT,VL,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"63, BOULEVARD SAINT MICH, 75005 Paris",48.8474525,2.3413606,summer
06/04/2012 12:40,06/04/2012,12:40,75,105,"296, RUE SAINT JACQUES",,1_75105_5961,,"296, RUE SAINT JACQUES, 75005 Paris",RUE DU VAL DE GRACE,Scoo<=50,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,,,,,,,,,,"296, RUE SAINT JACQUES, 75005 Paris",48.8411363,2.3411336,spring
22/05/2013 21:05,22/05/2013,21:05,75,105,RUE SAINT JACQUES,,1_75105_6030,,"RUE SAINT JACQUES, 75005 Paris",RUE DE L ABBE DE L EPEE,VL,RESPONSIBLE,Scoo<=50,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"RUE SAINT JACQUES, 75005 Paris",48.8455939,2.3426793,spring
27/03/2012 19:58,27/03/2012,19:58,75,105,RUE SOUFFLOT,,1_75105_6084,,"RUE SOUFFLOT, 75005 Paris",RUE LE GOFF,VL,RESPONSIBLE,Scoo50-125,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"RUE SOUFFLOT, 75005 Paris",48.8469029,2.3428313,spring
19/06/2013 22:23,19/06/2013,22:23,75,105,"179, RUE SAINT JACQUES",,1_75105_6175,,"179, RUE SAINT JACQUES, 75005 Paris",RUE ROYER COLLARD,Moto>125,RESPONSIBLE,,,,,Pi̩to,BL,RESPONSIBLE,Cond,Indem,RESPONSIBLE,,,,,,,"179, RUE SAINT JACQUES, 75005 Paris",48.8453783,2.3428786,spring
20/04/2013 13:50,20/04/2013,13:50,75,105,RUE GAY LUSSAC,,1_75105_6197,,"RUE GAY LUSSAC, 75005 Paris",RUE DES URSULINES,Scoo50-125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,Pi̩to,BH,RESPONSIBLE,,,,,,,"RUE GAY LUSSAC, 75005 Paris",48.844325,2.3420456,spring
07/02/2012 17:19,07/02/2012,17:19,75,105,"32 BIS, RUE SAINT JACQUE",,1_75105_6495,,"32 BIS, RUE SAINT JACQUE, 75005 Paris",BOULEVARD SAINT GERMAIN,Moto>125,RESPONSIBLE,,,,,Cond,BL,RESPONSIBLE,Pi̩to,BL,RESPONSIBLE,,,,,,,"32 BIS, RUE SAINT JACQUE, 75005 Paris",48.8508319,2.3455209,winter
21/08/2012 21:52,21/08/2012,21:52,75,105,"84, BOULEVARD SAINT GERM",,1_75105_6495,,"84, BOULEVARD SAINT GERM, 75005 Paris",RUE SAINT JACQUES,VL,RESPONSIBLE,Scoo<=50,VICTIM,,,Cond,Indem,RESPONSIBLE,Cond,BL,VICTIM,,,,,,,"84, BOULEVARD SAINT GERM, 75005 Paris",48.8510617,2.3453652,summer
